,chapter,paragraph
603,6,"“Listen, Tinker Bell,” he cried, “I am your friend no more. Begone from me for ever.”"
604,6,"She flew on to his shoulder and pleaded, but he brushed her off. Not until Wendy again raised her arm did he relent sufficiently to say, “Well, not for ever, but for a whole week.”"
605,6,"Do you think Tinker Bell was grateful to Wendy for raising her arm? Oh dear no, never wanted to pinch her so much. Fairies indeed are strange, and Peter, who understood them best, often cuffed them."
606,6,But what to do with Wendy in her present delicate state of health?
607,6,"“Let us carry her down into the house,” Curly suggested."
608,6,"“Ay,” said Slightly, “that is what one does with ladies.”"
609,6,"“No, no,” Peter said, “you must not touch her. It would not be sufficiently respectful.”"
610,6,"“That,” said Slightly, “is what I was thinking.”"
611,6,"“But if she lies there,” Tootles said, “she will die.”"
612,6,"“Ay, she will die,” Slightly admitted, “but there is no way out.”"
613,6,"“Yes, there is,” cried Peter. “Let us build a little house round her.”"
614,6,"They were all delighted. “Quick,” he ordered them, “bring me each of you the best of what we have. Gut our house. Be sharp.”"
615,6,"In a moment they were as busy as tailors the night before a wedding. They skurried this way and that, down for bedding, up for firewood, and while they were at it, who should appear but John and Michael. As they dragged along the ground they fell asleep standing, stopped, woke up, moved another step and slept again."
616,6,"“John, John,” Michael would cry, “wake up! Where is Nana, John, and mother?”"
617,6,"And then John would rub his eyes and mutter, “It is true, we did fly.”"
618,6,You may be sure they were very relieved to find Peter.
619,6,"“Hullo, Peter,” they said."
620,6,"“Hullo,” replied Peter amicably, though he had quite forgotten them. He was very busy at the moment measuring Wendy with his feet to see how large a house she would need. Of course he meant to leave room for chairs and a table. John and Michael watched him."
621,6,“Is Wendy asleep?” they asked.
622,6,"“John,” Michael proposed, “let us wake her and get her to make supper for us,” but as he said it some of the other boys rushed on carrying branches for the building of the house. “Look at them!” he cried."
623,6,"“Curly,” said Peter in his most captainy voice, “see that these boys help in the building of the house.”"
624,6,"“Ay, ay, sir.”"
625,6,“Build a house?” exclaimed John.
626,6,"“For the Wendy,” said Curly."
627,6,"“For Wendy?” John said, aghast. “Why, she is only a girl!”"
628,6,"“That,” explained Curly, “is why we are her servants.”"
629,6,“You? Wendy’s servants!”
630,6,"“Yes,” said Peter, “and you also. Away with them.”"
631,6,"The astounded brothers were dragged away to hack and hew and carry. “Chairs and a fender first,” Peter ordered. “Then we shall build a house round them.”"
632,6,"“Ay,” said Slightly, “that is how a house is built; it all comes back to me.”"
633,6,"Peter thought of everything. “Slightly,” he cried, “fetch a doctor.”"
634,6,"“Ay, ay,” said Slightly at once, and disappeared, scratching his head. But he knew Peter must be obeyed, and he returned in a moment, wearing John’s hat and looking solemn."
635,6,"“Please, sir,” said Peter, going to him, “are you a doctor?”"
636,6,"The difference between him and the other boys at such a time was that they knew it was make-believe, while to him make-believe and true were exactly the same thing. This sometimes troubled them, as when they had to make-believe that they had had their dinners."
637,6,If they broke down in their make-believe he rapped them on the knuckles.
638,6,"“Yes, my little man,” Slightly anxiously replied, who had chapped knuckles."
639,6,"“Please, sir,” Peter explained, “a lady lies very ill.”"
640,6,"She was lying at their feet, but Slightly had the sense not to see her."
641,6,"“Tut, tut, tut,” he said, “where does she lie?”"
642,6,“In yonder glade.”
643,6,"“I will put a glass thing in her mouth,” said Slightly, and he made-believe to do it, while Peter waited. It was an anxious moment when the glass thing was withdrawn."
644,6,“How is she?” inquired Peter.
645,6,"“Tut, tut, tut,” said Slightly, “this has cured her.”"
646,6,“I am glad!” Peter cried.
647,6,"“I will call again in the evening,” Slightly said; “give her beef tea out of a cup with a spout to it;” but after he had returned the hat to John he blew big breaths, which was his habit on escaping from a difficulty."
648,6,In the meantime the wood had been alive with the sound of axes; almost everything needed for a cosy dwelling already lay at Wendy’s feet.
649,6,"“If only we knew,” said one, “the kind of house she likes best.”"
650,6,"“Peter,” shouted another, “she is moving in her sleep.”"
651,6,"“Her mouth opens,” cried a third, looking respectfully into it. “Oh, lovely!”"
652,6,"“Perhaps she is going to sing in her sleep,” said Peter. “Wendy, sing the kind of house you would like to have.”"
653,6,"Immediately, without opening her eyes, Wendy began to sing:"
654,6,"“I wish I had a pretty house,     The littlest ever seen, With funny little red walls     And roof of mossy green.”"
655,6,"They gurgled with joy at this, for by the greatest good luck the branches they had brought were sticky with red sap, and all the ground was carpeted with moss. As they rattled up the little house they broke into song themselves:"
