,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
271,271,3,"Monday. This reminded Harry of something. If it was Monday -- and you could usually count on Dudley to know the days the week, because of television -- then tomorrow, Tuesday, was Harry's eleventh birthday. Of course, his birthdays were never exactly fun -- last year, the Dursleys had given him a coat hanger and a pair of Uncle Vernon's old socks. Still, you weren't eleven every day.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,-0.10000000149011612,['maagnitude']
272,272,3,"Uncle Vernon was back and he was smiling. He was also carrying a long, thin package and didn't answer Aunt Petunia when she asked what he'd bought.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,0.0,['maagnitude']
273,273,3,'Found the perfect place!' he said. 'Come on! Everyone out!',Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,0.30000001192092896,['maagnitude']
274,274,3,"It was very cold outside the car. Uncle Vernon was pointing at what looked like a large rock way out at sea. Perched on top of the rock was the most miserable little shack you could imagine. One thing was certain, there was no television in there.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,-0.6000000238418579,['maagnitude']
275,275,3,"'Storm forecast for tonight!' said Uncle Vernon gleefully, clapping his hands together. 'And this gentleman's kindly agreed to lend us his boat!'",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,0.10000000149011612,['maagnitude']
276,276,3,"A toothless old man came ambling up to them, pointing, with a rather wicked grin, at an old rowboat bobbing in the iron-gray water below them.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,0.5,['maagnitude']
277,277,3,"'I've already got us some rations,' said Uncle Vernon, 'so all aboard!'",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,0.30000001192092896,['maagnitude']
278,278,3,"It was freezing in the boat. Icy sea spray and rain crept down their necks and a chilly wind whipped their faces. After what seemed like hours they reached the rock, where Uncle Vernon, slipping and sliding, led the way to the broken-down house.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,shack,INT,night,-0.5,['maagnitude']
279,279,3,"The inside was horrible; it smelled strongly of seaweed, the wind whistled through the gaps in the wooden walls, and the fireplace was damp and empty. There were only two rooms.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,shack,INT,night,-0.699999988079071,['maagnitude']
280,280,3,"Uncle Vernon's rations turned out to be a bag of chips each and four bananas. He tried to start a fire but the empty chip bags just smoked and shriveled up. 'Could do with some of those letters now, eh?' he said cheerfully. He was in a very good mood. Obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail. Harry privately agreed, though the thought didn't cheer him up at all.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,shack,INT,night,-0.10000000149011612,['maagnitude']
281,281,3,"As night fell, the promised storm blew up around them. Spray from the high waves splattered the walls of the hut and a fierce wind rattled the filthy windows. Aunt Petunia found a few moldy blankets in the second room and made up a bed for Dudley on the moth-eaten sofa. She and Uncle Vernon went off to the lumpy bed next door, and Harry was left to find the softest bit of floor he could and to curl up under the thinnest, most ragged blanket.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,shack,INT,night,-0.30000001192092896,['maagnitude']
282,282,3,"The storm raged more and more ferociously as the night went on. Harry couldn't sleep. He shivered and turned over, trying to get comfortable, his stomach rumbling with hunger. Dudley's snores were drowned by the low rolls of thunder that started near midnight. The lighted dial of Dudley's watch, which was dangling over the edge of the sofa on his fat wrist, told Harry he'd be eleven in ten minutes' time. He lay and watched his birthday tick nearer, wondering if the Dursleys would remember at all, wondering where the letter writer was now.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,Action,Neville is stunned with the full Body-Bind by Hermione.,Neville Longbottom,shack,INT,night,-0.5,['maagnitude']
283,283,3,"Five minutes to go. Harry heard something creak outside. He hoped the roof wasn't going to fall in, although he might be warmer if it did. Four minutes to go. Maybe the house in Privet Drive would be so full of letters when they got back that he'd be able to steal one somehow.",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,-0.30000001192092896,['maagnitude']
284,284,3,"Three minutes to go. Was that the sea, slapping hard on the rock like that? And (two minutes to go) what was that funny crunching noise? Was the rock crumbling into the sea?",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,-0.20000000298023224,['maagnitude']
285,285,3,"One minute to go and he'd be eleven. Thirty seconds... twenty ... ten... nine -- maybe he'd wake Dudley up, just to annoy him -- three... two... one...",Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,,,,,,,-0.30000001192092896,['maagnitude']
286,286,3,BOOM.,Harry's eleventh birthday,"As Harry turns eleven, he reflects on the Dursleys' neglect and the anticipation of his letter, thus bridging his past life of misery with the unknown future that his birthday may bring.",7.0,Climax,Action,"Harry's birthday arrives, marking an important moment.",Harry Potter,,,,0.8999999761581421,['maagnitude']
287,287,4,"The whole shack shivered and Harry sat bolt upright, staring at the door. Someone was outside, knocking to come in. THE KEEPER OF THE KEYS",A Knock at the Door,"Harry hears a knock on the door, which causes him to sit upright in alarm. Uncle Vernon rushes in with a rifle, showing the tension before the door is smashed down.",7.0,Inciting Incident,Action,"Harry sits bolt upright, startled by knocking at the door.",Harry Potter,house,INT,night,-0.20000000298023224,['maagnitude']
288,288,4,BOOM. They knocked again. Dudley jerked awake. 'Where's the cannon?' he said stupidly.,A Knock at the Door,"Harry hears a knock on the door, which causes him to sit upright in alarm. Uncle Vernon rushes in with a rifle, showing the tension before the door is smashed down.",7.0,Inciting Incident,Action,Dudley wakes up confused by the commotion.,Dudley Dursley,house,INT,night,-0.10000000149011612,['maagnitude']
289,289,4,"There was a crash behind them and Uncle Vernon came skidding into the room. He was holding a rifle in his hands -- now they knew what had been in the long, thin package he had brought with them. 'Who's there?' he shouted. 'I warn you -- I'm armed!'",A Knock at the Door,"Harry hears a knock on the door, which causes him to sit upright in alarm. Uncle Vernon rushes in with a rifle, showing the tension before the door is smashed down.",7.0,Inciting Incident,Action,Uncle Vernon comes skidding into the room holding a rifle.,Uncle Vernon Dursley,house,INT,night,-0.4000000059604645,['maagnitude']
290,290,4,There was a pause. Then --,A Knock at the Door,"Harry hears a knock on the door, which causes him to sit upright in alarm. Uncle Vernon rushes in with a rifle, showing the tension before the door is smashed down.",7.0,Inciting Incident,,,,house,INT,night,-0.4000000059604645,['maagnitude']
291,291,4,SMASH!,A Knock at the Door,"Harry hears a knock on the door, which causes him to sit upright in alarm. Uncle Vernon rushes in with a rifle, showing the tension before the door is smashed down.",7.0,Inciting Incident,,,,house,INT,night,0.5,['maagnitude']
