,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
265,265,6,"As soon as she had made out the proper way of nursing it, (which was to twist it up into a sort of knot, and then keep tight hold of its right ear and left foot, so as to prevent its undoing itself,) she carried it out into the open air. “If I don’t take this child away with me,” thought Alice, “they’re sure to kill it in a day or two: wouldn’t it be murder to leave it behind?” She said the last words out loud, and the little thing grunted in reply (it had left off sneezing by this time). “Don’t grunt,” said Alice; “that’s not at all a proper way of expressing yourself.”",116,577,house,INT,day,Alice is given the baby,"The Duchess carelessly tosses the baby to Alice, who struggles to hold the peculiar child. Alice begins to feel a sense of urgency to save the baby from its chaotic surroundings.",6.0,,,,Character Development,0.13661769032478333,18.936744599137455,-0.14167501,-1.001894,40
266,266,6,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it. There could be no doubt that it had a _very_ turn-up nose, much more like a snout than a real nose; also its eyes were getting extremely small for a baby: altogether Alice did not like the look of the thing at all. “But perhaps it was only sobbing,” she thought, and looked into its eyes again, to see if there were any tears.",84,432,house,INT,day,,,,,,,,0.08616849780082703,19.022913096938282,-0.2248017,-1.0245868,40
267,267,6,"No, there were no tears. “If you’re going to turn into a pig, my dear,” said Alice, seriously, “I’ll have nothing more to do with you. Mind now!” The poor little thing sobbed again (or grunted, it was impossible to say which), and they went on for some while in silence.",51,270,house,INT,day,,,,,,,,0.15250828862190247,19.175421385560185,-0.37670702,-1.0110385,-1
268,268,6,"Alice was just beginning to think to herself, “Now, what am I to do with this creature when I get it home?” when it grunted again, so violently, that she looked down into its face in some alarm. This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.",71,355,house,INT,day,The baby turns into a pig,"After a strange interaction, the baby grunts and suddenly transforms into a pig, which Alice then releases into the wood, reflecting on the absurdity of the situation.",7.0,Statement,Alice realizes the baby has turned into a pig.,Alice,Turning Point,0.11827422678470612,19.29369561234489,-0.4875016,-1.0524312,-1
269,269,6,"So she set the little creature down, and felt quite relieved to see it trot away quietly into the wood. “If it had grown up,” she said to herself, “it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.” And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, “if one only knew the right way to change them—” when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",100,507,wood,EXT,day,The baby turns into a pig,"After a strange interaction, the baby grunts and suddenly transforms into a pig, which Alice then releases into the wood, reflecting on the absurdity of the situation.",7.0,,,,Turning Point,0.11445419490337372,19.408149807248265,-0.60165656,-1.0607021,-1
270,270,6,"The Cat only grinned when it saw Alice. It looked good-natured, she thought: still it had _very_ long claws and a great many teeth, so she felt that it ought to be treated with respect.",35,185,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,Action,The Cat grins at Alice from a tree branch.,Cheshire Cat,Turning Point,0.187218576669693,19.595368383917958,-0.7887377,-1.0678741,41
271,271,6,"“Cheshire Puss,” she began, rather timidly, as she did not at all know whether it would like the name: however, it only grinned a little wider. “Come, it’s pleased so far,” thought Alice, and she went on. “Would you tell me, please, which way I ought to go from here?”",50,268,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.08570461720228195,19.68107300112024,-0.8738821,-1.0580908,41
272,272,6,"“That depends a good deal on where you want to get to,” said the Cat.",15,69,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,Statement,The Cat explains that where Alice wants to go determines the direction she should take.,Cheshire Cat,Turning Point,0.031228259205818176,19.712301260326058,-0.8934351,-1.0337416,41
273,273,6,“I don’t much care where—” said Alice.,7,38,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.06385406106710434,19.776155321393162,-0.8353638,-1.0071886,41
274,274,6,"“Then it doesn’t matter which way you go,” said the Cat.",11,56,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.06862696260213852,19.8447822839953,-0.7675015,-0.9969727,41
275,275,6,"“—so long as I get _somewhere_,” Alice added as an explanation.",11,63,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.03146427124738693,19.876246555242687,-0.7798063,-0.96801424,41
276,276,6,"“Oh, you’re sure to do that,” said the Cat, “if you only walk long enough.”",15,75,wood,EXT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.026729783043265343,19.902976338285953,-0.7993744,-0.94980514,41
277,277,6,"Alice felt that this could not be denied, so she tried another question. “What sort of people live about here?”",20,111,house,INT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.018350055441260338,19.921326393727213,-0.78741485,-0.93588775,41
278,278,6,"“In _that_ direction,” the Cat said, waving its right paw round, “lives a Hatter: and in _that_ direction,” waving the other paw, “lives a March Hare. Visit either you like: they’re both mad.”",33,192,house,INT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.0768599808216095,19.998186374548823,-0.75576985,-0.86584455,41
279,279,6,"“But I don’t want to go among mad people,” Alice remarked.",11,58,house,INT,day,Encounter with the Cheshire Cat,"Alice meets the Cheshire Cat, who offers cryptic advice about which way to go, emphasizing the madness of the world around her.",7.0,,,,Turning Point,0.020120657980442047,20.018307032529265,-0.73571336,-0.86745024,41
280,280,6,"“Oh, you can’t help that,” said the Cat: “we’re all mad here. I’m mad. You’re mad.”",16,83,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.0237239059060812,20.042030938435346,-0.7405935,-0.8442337,41
281,281,6,“How do you know I’m mad?” said Alice.,8,38,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.0308462455868721,20.072877184022218,-0.7191314,-0.8663893,41
282,282,6,"“You must be,” said the Cat, “or you wouldn’t have come here.”",12,62,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.040528807789087296,20.113405991811305,-0.73334515,-0.82843465,41
283,283,6,"Alice didn’t think that proved it at all; however, she went on “And how do you know that you’re mad?”",20,101,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.07861508429050446,20.19202107610181,-0.65491664,-0.82302165,41
284,284,6,"“To begin with,” said the Cat, “a dog’s not mad. You grant that?”",13,65,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.06986712664365768,20.261888202745467,-0.610753,-0.76888305,41
285,285,6,"“I suppose so,” said Alice.",5,27,house,INT,day,Alice meets the Cheshire Cat,"Alice encounters the Cheshire Cat, who cryptically informs her about the madness of the inhabitants in Wonderland and offers guidance regarding her journey.",6.0,,,,Setup,0.038729097694158554,20.300617300439626,-0.5720246,-0.76911265,41
